1,418.2180,301.8700,7.1700
2,399.6290,301.9410,13.1010
3,378.2620,304.8090,20.8080
4,417.9650,326.9820,8.0560
5,353.4240,303.6440,40.2580
6,399.1780,327.1890,13.2470
7,418.6610,351.1640,8.4260
8,376.2540,327.8490,20.4110
9,332.6570,302.2450,60.0890
10,397.5680,350.9800,13.1310
11,420.6440,376.9480,8.3050
12,404.7810,375.4520,10.1530
13,350.8420,327.0180,40.7330
14,375.2370,352.1900,20.9310
15,419.1030,408.6000,8.6420
16,395.2770,396.5010,13.2300
17,374.9180,372.1980,20.8460
18,406.8000,428.5480,8.3610
19,307.7870,287.8330,83.7840
20,316.7810,301.0680,80.6120
21,387.4430,410.1790,13.7600
22,347.3940,350.2010,40.3770
23,370.5800,393.6370,20.8830
24,389.7040,437.4660,7.7990
25,330.7100,333.5110,60.9090
26,345.0120,373.4400,40.2810
27,361.0100,410.9590,20.5310
28,370.3590,437.6680,6.9160
29,364.6040,425.8820,10.9240
30,345.1580,421.1500,20.6640
31,336.4170,395.1310,40.6950
32,347.7290,437.7750,5.9890
33,324.8640,361.6370,60.6550
34,328.9870,426.9520,20.0030
35,315.3540,352.0290,70.2530
36,310.8670,326.6950,80.0690
37,327.3710,441.0130,5.7320
38,315.8830,406.9270,40.3420
39,306.8270,432.4480,20.5050
40,304.3570,377.7830,60.6330
41,303.6720,442.4620,4.9280
42,287.2640,415.5680,40.5300
43,280.2670,432.7750,20.4470
44,277.5470,441.7950,3.6720
45,290.7350,343.4730,80.5550
46,284.7400,365.3450,70.2710
47,275.5080,388.4970,60.6420
48,262.3540,419.2110,40.6450
49,256.6640,431.3430,20.7120
50,253.3960,440.9280,3.6580
51,284.8450,328.0490,80.2090
52,248.5000,403.6860,40.9430
53,237.9650,423.1180,20.0110
54,229.8040,436.8940,2.6510
55,267.2690,346.3140,60.9040
56,227.1210,408.4270,20.3050
57,245.1970,377.3300,40.3290
58,199.9840,421.9720,1.3250
59,224.5000,388.9010,20.3730
60,246.5940,353.5720,40.5730
61,212.7980,392.6890,10.1090
62,288.9370,300.4260,80.1430
63,224.9240,367.4200,20.9700
64,191.5290,402.7880,1.2570
65,268.2140,321.3130,60.5310
66,188.1230,379.6180,0.8940
67,248.7930,322.7800,40.6580
68,224.4660,339.9650,20.1640
69,208.9030,345.5920,10.0530
70,184.7290,351.0690,0.8920
71,269.8440,298.8780,60.7210
72,224.4870,315.8780,20.4530
73,207.5920,318.8400,10.1810
74,183.1830,321.6750,0.5930
75,250.3780,296.6520,40.5640
76,224.6450,295.7440,20.6910
77,206.0020,296.1300,10.5110
78,183.4250,296.7630,0.3860
79,204.6230,274.5910,10.0920
80,224.5690,276.0480,20.8030
81,250.5050,277.0810,40.7640
82,183.4370,256.3500,0.3980
83,287.9940,278.7330,80.2060
84,202.6530,255.8200,10.0410
85,222.5280,256.3760,20.9880
86,179.4470,228.1040,0.8980
87,249.8730,257.8610,40.0590
88,270.2520,267.2090,60.7840
89,198.8670,225.1530,10.0940
90,174.0860,197.5890,1.0260
91,217.4030,223.2620,20.7340
92,193.2570,198.9010,10.2420
93,245.2890,231.9520,40.6640
94,173.2260,166.1850,1.2640
95,212.1170,200.5450,20.2810
96,190.5560,170.7590,10.4200
97,207.7310,179.5570,20.4940
98,267.7460,243.6340,60.8900
99,240.6520,206.7600,40.4050
100,188.9210,136.9680,1.6430
101,204.4150,142.8620,10.3630
102,217.4240,156.2700,20.9460
103,288.6890,259.2760,80.2410
104,233.3150,174.3870,30.8230
105,281.6980,246.7630,70.4860
106,245.9370,189.1800,40.1280
107,267.1600,220.5550,60.2430
108,209.7240,123.6410,1.7420
109,239.9240,151.5180,20.0490
110,238.0040,133.2620,10.8430
111,237.1470,119.8300,2.1280
112,260.4380,158.9750,20.5900
113,287.1180,234.0360,60.3890
114,267.1260,177.4150,30.3380
115,265.2720,141.8190,10.2800
116,281.6250,198.2170,40.6220
117,267.4880,130.1200,3.2670
118,284.0250,168.3540,20.7480
119,287.7620,141.1680,2.9340
120,294.4920,189.2810,30.0800
121,307.6120,208.0590,40.0470
122,311.2460,145.2370,3.3640
123,311.2170,175.0050,20.7850
124,307.4570,238.0250,60.1410
125,307.6160,255.1840,70.1180
126,307.2340,265.6950,80.9410
127,334.9720,143.1810,4.5550
128,335.4620,171.0130,20.3330
129,346.2490,156.4780,14.5890
130,361.5210,137.2620,4.5490
131,334.5660,207.3840,40.9730
132,349.1680,186.4540,30.3550
133,361.2900,163.0380,20.8110
134,382.2170,134.0860,5.3750
135,383.3590,147.8700,13.0350
136,399.8140,133.5400,5.7660
137,373.7130,188.1680,30.0950
138,389.5530,167.2180,20.9250
139,413.8060,140.2130,6.1530
140,402.3190,159.4840,14.6190
141,342.8430,235.3870,60.2680
142,365.0950,208.0140,40.5900
143,421.7330,158.8180,6.9940
144,393.3550,188.9660,20.6130
145,330.5590,256.2820,70.5490
146,406.8470,184.2330,15.5530
147,323.1650,266.5540,80.9330
148,421.5660,180.7700,6.3510
149,391.1510,212.5040,20.3290
150,366.6540,234.1040,40.4140
151,406.1580,206.6420,15.5820
152,421.7800,204.2310,6.7650
153,387.4940,236.8520,20.2020
154,404.1360,233.2350,14.4240
155,420.6160,231.5040,6.7030
156,362.2080,257.3820,40.4340
157,341.2350,270.8450,60.9810
158,382.7460,258.6540,20.3740
159,404.2530,256.9610,13.2440
160,419.8850,256.2760,7.0750
161,322.2250,281.6940,80.8950
162,357.1410,279.5310,40.1190
163,400.9410,279.9440,14.8150
164,418.7760,280.5070,7.3150
165,378.9780,281.7800,20.0630
